automaton,device,traverser,evaluator,layout,reference_impl,x_size,y_size,steps,rounds,warmup_rounds,x_tile_size,y_tile_size,cuda_block_size_x,cuda_block_size_y,seed,word_size,temporal_steps,temporal_tile_size_y,average_time_ms,average_time_per_cell_ps,std_time_ms,rounds_had_same_checksums,checksum
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,126,5,1,0,0,32,4,42,32,6,64,19.300224,0.575111,0.008767,true,1340213-1319047-1304077-1336100-1310343-1324357-1328246-1348331-1331521-1320489-1332363-1337644-1316511-1312218-1326971-1329244
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16400,126,5,1,0,0,32,4,42,32,7,64,16.239571,0.481548,0.041226,true,1343271-1323435-1311208-1342813-1318600-1329380-1335499-1352693-1338710-1326580-1339443-1345207-1323492-1322350-1330909-1338392
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,126,5,1,0,0,32,4,42,32,7,64,19.139885,0.570333,0.024388,true,1340213-1319047-1304077-1336100-1310343-1324357-1328246-1348331-1331521-1320489-1332363-1337644-1316511-1312218-1326971-1329244
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16416,128,5,1,0,0,32,4,42,32,8,64,17.014528,0.496161,0.024532,true,1344939-1324922-1302796-1342027-1316916-1326858-1332886-1350954-1338049-1322113-1338076-1343431-1322612-1320879-1332156-1335411
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,128,5,1,0,0,32,4,42,32,8,64,19.345696,0.567458,0.021554,true,1337615-1316455-1298507-1334398-1306903-1321158-1324413-1345549-1329638-1315127-1328801-1334983-1315094-1309782-1325917-1327158
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16422,126,5,1,0,0,32,4,42,32,9,64,18.109466,0.536277,0.019053,true,1350151-1327127-1311743-1344858-1320720-1330973-1336659-1353863-1340523-1327977-1342784-1346456-1324802-1323682-1333540-1340094
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16352,16240,126,5,1,0,0,32,4,42,32,9,64,21.098650,0.630561,0.001734,true,1333719-1323524-1329394-1326877-1338821-1334403-1312862-1318139-1315948-1320295-1341309-1324130-1314844-1309148-1324743-1321857
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16412,120,5,1,0,0,32,4,42,32,10,64,17.238068,0.536322,0.024685,true,1351278-1335571-1319908-1356225-1328626-1342072-1349310-1365200-1349831-1345309-1347392-1350419-1330229-1334511-1342172-1347306
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16352,16240,120,5,1,0,0,32,4,42,32,10,64,19.997344,0.627530,0.013114,true,1343775-1331935-1337710-1334294-1345435-1349998-1322529-1321105-1324310-1325932-1350604-1335283-1319281-1315569-1334809-1329305
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16440,120,5,1,0,0,32,4,42,32,12,64,19.659527,0.610618,0.022920,true,1355985-1335553-1321986-1358506-1331119-1344210-1350876-1366754-1352044-1347186-1351018-1351751-1332753-1338099-1342525-1351843
